person,url
Ganjar,https://www.cnnindonesia.com/nasional/20221110135144-32-872036/relawan-minta-megawati-beri-restu-ganjar-jadi-capres-2024
Ganjar,https://www.cnnindonesia.com/nasional/20221107102643-32-870495/relawan-pendekar-dan-binar-deklarasi-ganjar-maju-di-pilpres-2024
Ganjar,https://www.cnnindonesia.com/nasional/20221110095428-32-871898/relawan-jokowi-makan-siang-dengan-prabowo-hari-ini
Ganjar,https://www.cnnindonesia.com/nasional/20221110033952-32-871789/hasil-musra-relawan-jokowi-di-kepri-ganjar-unggul-telak
Ganjar,https://www.cnnindonesia.com/nasional/20221109193730-32-871734/hasil-musra-relawan-jokowi-di-sumbar-prabowo-capres-terfavorit
Ganjar,https://www.cnnindonesia.com/nasional/20221109074216-32-871336/endorse-capres-dari-jokowi-bisa-rusak-citra-pilpres-2024
Ganjar,https://www.cnnindonesia.com/nasional/20221108180834-32-871189/pdip-disebut-akan-umumkan-capres-juni-2023
Ganjar,https://www.cnnindonesia.com/nasional/20221109025156-32-871290/perbandingan-elektabilitas-ahy-aher-kandidat-pendamping-anies
Ganjar,https://www.cnnindonesia.com/nasional/20221108194850-20-871243/ganjar-ucap-selamat-ke-puan-dapat-doktor-kehormatan-selamat-ya-mbak
Ganjar,https://www.cnnindonesia.com/nasional/20221108151401-32-871075/sinyal-jokowi-soal-capres-dukung-ganjar-hingga-prabowo
Ganjar,https://www.cnnindonesia.com/nasional/20221107180229-32-870684/jokowi-respons-capres-pilihan-megawati-rakyat-yang-pilih
Ganjar,https://www.cnnindonesia.com/nasional/20221107172628-32-870669/survei-indostrategi-elektabilitas-prabowo-menguat-anies-memble
Ganjar,https://www.cnnindonesia.com/ekonomi/20221107195342-92-870720/menaker-ump-2023-masih-dihitung-ditetapkan-21-november-2022
Ganjar,https://www.cnnindonesia.com/hiburan/20221107163409-234-870641/iwan-fals-komentari-hasil-survei-cawapres-rk-dan-sandi-akur-nih
Ganjar,https://www.cnnindonesia.com/nasional/20221107165914-32-870657/ganjar-bantah-bahas-pilpres-2024-dengan-jokowi-ekonomi-lagi-sulit
Ganjar,https://www.cnnindonesia.com/nasional/20221107134055-32-870538/ganjar-temui-jokowi-di-istana-siap-siap-2023-tak-terlalu-bagus
Ganjar,https://www.cnnindonesia.com/nasional/20221107114828-20-870456/jokowi-resmi-angkat-hr-soeharto-jadi-pahlawan-nasional
Ganjar,https://www.cnnindonesia.com/nasional/20221107085341-32-870339/politik-sepekan-isu-ganjar-rk-hingga-senior-ppp-akan-dukung-anies
Ganjar,https://www.cnnindonesia.com/nasional/20221106194102-32-870216/survei-cawapres-sandiaga-uno-ungguli-rk-hingga-ahy
Ganjar,https://www.cnnindonesia.com/nasional/20221106193258-32-870214/survei-capres-indekstat-ganjar-teratas-puan-masuk-5-besar
Ganjar,https://www.cnnindonesia.com/nasional/20221105130718-32-869902/antusiasme-warga-sambut-anies-dan-ganjar-saat-berkunjung-ke-daerah
Ganjar,https://www.cnnindonesia.com/nasional/20221104210345-20-869770/pbnu-kritik-keras-pernyataan-ade-armando-jelang-pilpres-2024
Ganjar,https://www.cnnindonesia.com/nasional/20221104201730-32-869758/survei-lsn-pemilih-milenial-favoritkan-prabowo-ketimbang-ganjar-anies
Ganjar,https://www.cnnindonesia.com/nasional/20221104201714-32-869756/ganjar-pranowo-dibidik-kib-pdip-monitor-balik
